	Language	Subdomain	Word	Source	Concept	Abreviation	Representation	Complete_representation	Complexity_score
397	Lao	grandchildren	ຫລານ	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
398	Latgalian	grandchildren	unuks	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
399	Latgalian	grandchildren	unuce	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
400	Latin	grandchildren	nepōs	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
401	Latin	grandchildren	neptis	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
402	Latin	grandchildren	prōfīlius	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
696	Latin	grandparents	avus	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
697	Latin	grandparents	avia	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1005	Latin	nephews and nieces	filius fratris	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1006	Latin	nephews and nieces	filius sororis	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1007	Latin	nephews and nieces	filia fratris	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1008	Latin	nephews and nieces	filia sororis	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1254	Latin	uncles and aunts	patruus	Wiktionary	paternal uncle	"Fa;Br"	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y)	paternaluncle(x, y) ↔ ∃z brother(x, z) ∧ father(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1255	Latin	uncles and aunts	avunculus	Wiktionary	maternal uncle	"Mo;Br"	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y)	maternaluncle(x, y) ↔ ∃z brother(x, z) ∧ mother(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1256	Latin	uncles and aunts	amita	Wiktionary	paternal aunt	"Fa;Ss"	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y)	paternalaunt(x, y) ↔ ∃z sister(x, z) ∧ father(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	3
1257	Latin	uncles and aunts	mātertera	Wiktionary	maternal aunt	"Mo;Ss"	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y)	maternalaunt(x, y) ↔ ∃z sister(x, z) ∧ mother(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)} {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	3
1661	Latin	siblings	frāter	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1662	Latin	siblings	soror	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
155	Latvian	cousins	brālēns	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
156	Latvian	cousins	māsīca	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
403	Latvian	grandchildren	mazdēls	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
404	Latvian	grandchildren	mazmeita	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1009	Latvian	nephews and nieces	brāļadēls	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1010	Latvian	nephews and nieces	māsasdēls	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1011	Latvian	nephews and nieces	brāļameita	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1012	Latvian	nephews and nieces	māsasmeita	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1258	Latvian	uncles and aunts	tēvocis	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1259	Latvian	uncles and aunts	tante	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1663	Latvian	siblings	brālis	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1664	Latvian	siblings	māsa	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
157	Lithuanian	cousins	pùsbrolis	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
158	Lithuanian	cousins	pùsseserė	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
1665	Lithuanian	siblings	brólis	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1666	Lithuanian	siblings	sesuõ	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
1667	Livonian	siblings	ve'ļ	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1668	Livonian	siblings	sõzār	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
159	Lower Sorbian	cousins	śeśko	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
160	Lower Sorbian	cousins	śeśenica	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
1669	Lower Sorbian	siblings	bratš	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1670	Lower Sorbian	siblings	bratš	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1671	Lower Sorbian	siblings	sotša	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
698	Luxembourgish	grandparents	grousspapp	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
699	Luxembourgish	grandparents	groussmamm	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1672	Luxembourgish	siblings	brudder	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1673	Luxembourgish	siblings	schwëster	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
742	Mòcheno	grandparents	nono	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
743	Mòcheno	grandparents	nu'na	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1284	Mòcheno	uncles and aunts	barba	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1285	Mòcheno	uncles and aunts	moa'm	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1730	Mòcheno	siblings	pruader	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1731	Mòcheno	siblings	schbester	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
161	Macedonian	cousins	бра́тучед	Wiktionary	male cousin	"Pa;Sb;So"	"Pa;Sb;So"	"Pa;Sb;So"	-
162	Macedonian	cousins	брату́чеда	Wiktionary	female cousin	"Pa;Sb;Da"	"Pa;Sb;Da"	"Pa;Sb;Da"	-
405	Macedonian	grandchildren	внук	Wiktionary	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
406	Macedonian	grandchildren	внука	Wiktionary	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
700	Macedonian	grandparents	дедо	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
701	Macedonian	grandparents	баба	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1013	Macedonian	nephews and nieces	бра́танец	Wiktionary	brother's son	"Br;So"	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y)	brother'sson(x, y) ↔ ∃z son(x, z) ∧ brother(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1014	Macedonian	nephews and nieces	се́стричник	Wiktionary	sister's son	"Ss;So"	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y)	sister'sson(x, y) ↔ ∃z son(x, z) ∧ sister(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1015	Macedonian	nephews and nieces	брата́ница	Wiktionary	brother's daughter	"Br;Da"	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y)	brother'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ brother(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	3
1016	Macedonian	nephews and nieces	се́стрична	Wiktionary	sister's daughter	"Ss;Da"	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y)	sister'sdaughter(x, y) ↔ ∃z daughter(x, z) ∧ sister(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)} {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	3
1674	Macedonian	siblings	брат	Wiktionary	brother	Br	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)	brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
1675	Macedonian	siblings	сестра	Wiktionary	sister	Ss	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)	sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
407	Malay	grandchildren	چوچو	Wiktionary	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
702	Malay	grandparents	datuk	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
703	Malay	grandparents	atuk	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
704	Malay	grandparents	tuk	Wiktionary	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
705	Malay	grandparents	nenek	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
706	Malay	grandparents	nek	Wiktionary	grandmother	"Gr;Mo"	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y)	grandmother(x, y) ↔ ∃z mother(x, z) ∧ PARENT(z, y) {mother(x, y) ↔ PARENT(x, y) ∧ FEMALE(x)}	2
1017	Malay	nephews and nieces	anak	Wiktionary	nibling	"Sb;Ch"	nibling(x, y) ↔ ∃z CHILD(x, z) ∧ sibling(z, y)	nibling(x, y) ↔ ∃z CHILD(x, z) ∧ sibling(z, y) {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	2
1260	Malay	uncles and aunts	pakcik	Wiktionary	uncle	"Pa;Br"	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y)	uncle(x, y) ↔ ∃z brother(x, z) ∧ PARENT(z, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1261	Malay	uncles and aunts	emak saudara	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1262	Malay	uncles and aunts	mak cik	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1263	Malay	uncles and aunts	tante	Wiktionary	aunt	"Pa;Ss"	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y)	aunt(x, y) ↔ ∃z sister(x, z) ∧ PARENT(z, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1676	Malay	siblings	adik	Wiktionary	younger sibling	"Yn;Sb"	youngersibling(x, y) ↔ sibling(x, y) ∧ YOUNGER(x, y)	youngersibling(x, y) ↔ sibling(x, y) ∧ YOUNGER(x, y) {sibling(x, y) ↔ ∃z CHILD(x, z) ∧ PARENT(z, y)}	2
1677	Malay	siblings	abang	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1678	Malay	siblings	kakak	Wiktionary	elder sister	"El;Ss"	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y)	eldersister(x, y) ↔ sister(x, y) ∧ OLDER(x, y) {sister(x, y) ↔ ∃z daughter(x, z) ∧ PARENT(z, y)}	2
1679	Malay	siblings	abang	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1680	Malay	siblings	engko	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1681	Malay	siblings	nana	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
1682	Malay	siblings	uda	Wiktionary	elder brother	"El;Br"	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y)	elderbrother(x, y) ↔ brother(x, y) ∧ OLDER(x, y) {brother(x, y) ↔ ∃z son(x, z) ∧ PARENT(z, y)}	2
163	Malayalam	cousins	ചേട്ടൻ	Native speaker	elder, son of father's brother	"El;Fa;Br;So"	"El;Fa;Br;So"	"El;Fa;Br;So"	-
164	Malayalam	cousins	അനിയൻ	Native speaker	younger, son of father's brother	"Yn;Fa;Br;So"	"Yn;Fa;Br;So"	"Yn;Fa;Br;So"	-
165	Malayalam	cousins	ചേട്ടത്തി	Native speaker	elder, daughter of father's brother	"El;Fa;Br;Da"	"El;Fa;Br;Da"	"El;Fa;Br;Da"	-
166	Malayalam	cousins	അനിയത്തി	Native speaker	younger, daughter of father's brother	"Yn;Fa;Br;Da"	"Yn;Fa;Br;Da"	"Yn;Fa;Br;Da"	-
167	Malayalam	cousins	മുറച്ചെറുക്കൻ	Native speaker	elder, son of father's sister	"El;Fa;Ss;So"	"El;Fa;Ss;So"	"El;Fa;Ss;So"	-
168	Malayalam	cousins	അനിയൻ	Native speaker	younger, son of father's sister	"Yn;Fa;Ss;So"	"Yn;Fa;Ss;So"	"Yn;Fa;Ss;So"	-
169	Malayalam	cousins	ചേച്ചി	Native speaker	elder, daughter of father's sister	"El;Fa;Ss;Da"	"El;Fa;Ss;Da"	"El;Fa;Ss;Da"	-
170	Malayalam	cousins	മുറപ്പെണ്ണ്	Native speaker	younger, daughter of father's sister	"Yn;Fa;Ss;Da"	"Yn;Fa;Ss;Da"	"Yn;Fa;Ss;Da"	-
171	Malayalam	cousins	മച്ചുനൻ	Native speaker	elder, son of mother's brother	"El;Mo;Br;So"	"El;Mo;Br;So"	"El;Mo;Br;So"	-
172	Malayalam	cousins	അളിയൻ	Native speaker	younger, son of mother's brother	"Yn;Mo;Br;So"	"Yn;Mo;Br;So"	"Yn;Mo;Br;So"	-
173	Malayalam	cousins	മച്ചിനി	Native speaker	elder, daughter of mother's brother	"El;Mo;Br;Da"	"El;Mo;Br;Da"	"El;Mo;Br;Da"	-
174	Malayalam	cousins	മുറപ്പെണ്ണ്	Native speaker	younger, daughter of mother's brother	"Yn;Mo;Br;Da"	"Yn;Mo;Br;Da"	"Yn;Mo;Br;Da"	-
175	Malayalam	cousins	അണ്ണൻ	Native speaker	elder, son of mother's sister	"El;Mo;Ss;So"	"El;Mo;Ss;So"	"El;Mo;Ss;So"	-
176	Malayalam	cousins	അനുജൻ	Native speaker	younger, son of mother's sister	"Yn;Mo;Ss;So"	"Yn;Mo;Ss;So"	"Yn;Mo;Ss;So"	-
177	Malayalam	cousins	അക്കന്‍	Native speaker	elder, daughter of mother's sister	"El;Mo;Ss;Da"	"El;Mo;Ss;Da"	"El;Mo;Ss;Da"	-
178	Malayalam	cousins	അനുജത്തി	Native speaker	younger, daughter of mother's sister	"Yn;Mo;Ss;Da"	"Yn;Mo;Ss;Da"	"Yn;Mo;Ss;Da"	-
408	Malayalam	grandchildren	പേരക്കുട്ടി	Native speaker	grandchild	"Gr;Ch"	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	grandchild(x, y) ↔ ∃z CHILD(x, z) ∧ CHILD(z, y)	1
409	Malayalam	grandchildren	കൊച്ചുമകൻ	Native speaker	grandson	"Gr;So"	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y)	grandson(x, y) ↔ ∃z son(x, z) ∧ CHILD(z, y) {son(x, y) ↔ CHILD(x, y) ∧ MALE(x)}	2
410	Malayalam	grandchildren	കൊച്ചുമകൾ	Native speaker	granddaughter	"Gr;Da"	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y)	granddaughter(x, y) ↔ ∃z daughter(x, z) ∧ CHILD(z, y) {daughter(x, y) ↔ CHILD(x, y) ∧ FEMALE(x)}	2
707	Malayalam	grandparents	മുത്തച്ഛൻ	Native speaker	grandfather	"Gr;Fa"	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y)	grandfather(x, y) ↔ ∃z father(x, z) ∧ PARENT(z, y) {father(x, y) ↔ PARENT(x, y) ∧ MALE(x)}	2
